login,logout,d1_q1,d1_q2,d1_q3,d2_q1,d2_q2,d2_q3,d3_q1,d3_q2,d3_q3,d4_q1,d4_q2,d4_q3,d5_q1,d5_q2,d5_q3,a_q1_t1,a_q1_t2,a_q2_t1,a_q2_t2,a_q3_t1,a_q3_t2,drop,studentNum
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118021980
1,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032156
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0531118032159
2,2,7,10,5,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,2.8,4,2,no,0028118033236
1,1,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,2,1.4,1.4,drop,0010118032385
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118032172
2,1,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,2,2,2,no,0010118032243
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0371118022169
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0029118032397
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0029118032218
2,2,7,7,5,7,7,5,0,0,0,0,0,0,0,0,0,7,7,5,2.8,2.8,2,drop,0021118040774
2,2,10,5,7,10,10,10,0,0,0,0,0,0,0,0,0,10,7.5,8.5,4,3,3.4,no,0010118032236
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118022138
2,2,10,10,5,5,7,5,0,0,0,0,0,0,0,0,0,7.5,8.5,5,3,3.4,2,no,0025118032951
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032631
2,2,10,7,5,10,5,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0028118032217
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118040423
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0592118032862
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0371118032310
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118033344
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032843
2,2,10,7,7,10,10,10,0,0,0,0,0,0,0,0,0,10,8.5,8.5,4,3.4,3.4,no,0020118040292
2,1,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0571118032797
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032248
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0592118032416
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0571118032772
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032275
2,2,10,10,7,10,10,7,0,0,0,0,0,0,0,0,0,10,10,7,4,4,2.8,no,0010118032937
2,1,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,2,1,2,drop,0010118040299
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032297
2,2,7,5,5,10,5,5,0,0,0,0,0,0,0,0,0,8.5,5,5,3.4,2,2,no,0010118032322
2,2,5,10,5,5,10,5,0,0,0,0,0,0,0,0,0,5,10,5,2,4,2,no,0029118032295
2,2,10,10,5,5,10,5,0,0,0,0,0,0,0,0,0,7.5,10,5,3,4,2,no,0025118032274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0020118050398
2,2,10,10,10,10,7,7,0,0,0,0,0,0,0,0,0,10,8.5,8.5,4,3.4,3.4,no,0010118032282
2,2,10,7,7,10,7,7,0,0,0,0,0,0,0,0,0,10,7,7,4,2.8,2.8,no,0010118032606
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0021118032289
1,2,10,5,10,2,5,2,0,0,0,0,0,0,0,0,0,6,5,6,2.4,2,2.4,no,0021118033211
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0531118050239
2,2,10,5,5,7,5,5,0,0,0,0,0,0,0,0,0,8.5,5,5,3.4,2,2,no,0023118032464
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032313
2,2,10,5,5,7,7,5,0,0,0,0,0,0,0,0,0,8.5,6,5,3.4,2.4,2,no,0023118032353
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118032312
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0755118022080
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118033524
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0371118022143
2,2,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,2,1,1,no,0010118032963
2,2,10,5,7,10,10,7,0,0,0,0,0,0,0,0,0,10,7.5,7,4,3,2.8,no,0010118033088
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118032912
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118022095
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118033292
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118040584
2,2,10,10,5,5,10,5,0,0,0,0,0,0,0,0,0,7.5,10,5,3,4,2,no,0571118033539
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0592118033035
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0531118040385
2,2,7,5,5,7,5,5,0,0,0,0,0,0,0,0,0,7,5,5,2.8,2,2,no,0021118022105
2,2,10,5,7,7,5,2,0,0,0,0,0,0,0,0,0,8.5,5,4.5,3.4,2,1.8,no,0010118032339
2,2,7,5,7,10,5,7,0,0,0,0,0,0,0,0,0,8.5,5,7,3.4,2,2.8,no,0010118032413
2,2,10,5,7,7,5,7,0,0,0,0,0,0,0,0,0,8.5,5,7,3.4,2,2.8,no,0010118033614
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032358
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118022215
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0025118033164
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0028118032369
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032721
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0025118022136
2,2,10,10,7,10,10,7,0,0,0,0,0,0,0,0,0,10,10,7,4,4,2.8,no,0010118032348
2,2,10,5,5,7,5,5,0,0,0,0,0,0,0,0,0,8.5,5,5,3.4,2,2,no,0028118033287
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032914
2,2,10,7,10,7,10,10,0,0,0,0,0,0,0,0,0,8.5,8.5,10,3.4,3.4,4,no,0010118033399
2,2,7,5,5,7,5,5,0,0,0,0,0,0,0,0,0,7,5,5,2.8,2,2,no,0371118032857
2,2,7,7,5,10,7,5,0,0,0,0,0,0,0,0,0,8.5,7,5,3.4,2.8,2,no,0571118032694
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118033273
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032349
2,2,10,5,5,10,5,10,0,0,0,0,0,0,0,0,0,10,5,7.5,4,2,3,no,0021118032871
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118033314
2,2,10,10,10,10,10,7,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0010118032374
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032380
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118033195
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118033622
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118022391
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032359
2,2,10,5,5,10,2,5,0,0,0,0,0,0,0,0,0,10,3.5,5,4,1.4,2,no,0371118022254
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032421
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0571118032529
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032836
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032424
2,2,10,5,5,7,5,7,0,0,0,0,0,0,0,0,0,8.5,5,6,3.4,2,2.4,no,0010118032364
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118032788
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032363
2,2,7,10,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0531118032472
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032802
2,2,5,5,10,10,5,10,0,0,0,0,0,0,0,0,0,7.5,5,10,3,2,4,no,0010118032415
2,1,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0023118033596
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118032368
2,2,10,10,5,7,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0755118032420
2,2,10,10,7,7,10,7,0,0,0,0,0,0,0,0,0,8.5,10,7,3.4,4,2.8,no,0010118032470
2,2,7,5,10,10,5,7,0,0,0,0,0,0,0,0,0,8.5,5,8.5,3.4,2,3.4,no,0010118032425
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118022177
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0025118032764
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032383
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118022208
2,2,10,10,5,7,7,5,0,0,0,0,0,0,0,0,0,8.5,8.5,5,3.4,3.4,2,no,0029118032628
2,2,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,2,1,2,no,0010118033063
2,2,10,10,7,10,7,7,0,0,0,0,0,0,0,0,0,10,8.5,7,4,3.4,2.8,no,0010118032389
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118022173
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032610
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0029118032674
2,2,10,2,5,10,5,7,0,0,0,0,0,0,0,0,0,10,3.5,6,4,1.4,2.4,no,0010118032499
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032395
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118022161
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118033305
2,2,5,7,5,5,7,5,0,0,0,0,0,0,0,0,0,5,7,5,2,2.8,2,no,0023118032556
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032410
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032656
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118032432
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0592118032463
2,2,7,7,7,7,10,7,0,0,0,0,0,0,0,0,0,7,8.5,7,2.8,3.4,2.8,no,0021118050325
2,1,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,2,1,1,no,0010118032447
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0531118032461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0592118032554
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0029118032403
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118032524
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032743
2,2,10,5,7,10,10,10,0,0,0,0,0,0,0,0,0,10,7.5,8.5,4,3,3.4,no,0029118032508
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118050651
2,2,10,7,5,7,10,7,0,0,0,0,0,0,0,0,0,8.5,8.5,6,3.4,3.4,2.4,no,0010118032429
2,2,10,10,5,7,7,5,0,0,0,0,0,0,0,0,0,8.5,8.5,5,3.4,3.4,2,no,0020118032471
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032861
2,2,10,7,5,10,5,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0027118032815
2,2,10,5,5,7,5,5,0,0,0,0,0,0,0,0,0,8.5,5,5,3.4,2,2,no,0020118032473
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0592118032455
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0371118050575
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032673
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0020118040371
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032443
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0020118033217
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032666
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118032544
2,2,10,5,5,7,5,5,0,0,0,0,0,0,0,0,0,8.5,5,5,3.4,2,2,no,0010118033394
1,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118033685
2,2,7,5,5,7,7,5,0,0,0,0,0,0,0,0,0,7,6,5,2.8,2.4,2,no,0371118032844
2,2,10,10,7,10,7,7,0,0,0,0,0,0,0,0,0,10,8.5,7,4,3.4,2.8,no,0010118032530
2,2,5,10,5,5,10,5,0,0,0,0,0,0,0,0,0,5,10,5,2,4,2,no,0020118032433
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032426
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118032437
2,2,7,5,7,10,5,7,0,0,0,0,0,0,0,0,0,8.5,5,7,3.4,2,2.8,no,0010118032441
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0010118032725
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032655
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118040905
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118032495
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032522
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0010118032578
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032538
2,2,10,5,5,10,5,7,0,0,0,0,0,0,0,0,0,10,5,6,4,2,2.4,no,0010118022328
2,2,10,7,5,10,5,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0020118032460
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118032528
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0010118032446
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032490
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118033348
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0025118032931
2,2,10,10,7,10,10,7,0,0,0,0,0,0,0,0,0,10,10,7,4,4,2.8,no,0010118033015
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032572
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032755
1,2,7,10,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0592118032756
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0592118032469
2,2,7,5,10,10,5,7,0,0,0,0,0,0,0,0,0,8.5,5,8.5,3.4,2,3.4,no,0010118033263
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032493
2,2,10,5,7,7,5,7,0,0,0,0,0,0,0,0,0,8.5,5,7,3.4,2,2.8,no,0010118022261
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032767
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032481
2,2,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0010118032488
2,1,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,2,2,2,no,0010118033284
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118022229
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0755118032803
2,2,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0025118033789
2,2,10,7,7,10,7,10,0,0,0,0,0,0,0,0,0,10,7,8.5,4,2.8,3.4,no,0010118032558
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032642
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032487
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118022234
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032703
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0027118032670
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0028118032567
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118022355
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0755118032501
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0571118032491
2,2,10,10,5,5,10,5,0,0,0,0,0,0,0,0,0,7.5,10,5,3,4,2,no,0028118032833
2,2,10,10,5,5,10,5,0,0,0,0,0,0,0,0,0,7.5,10,5,3,4,2,no,0571118032498
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032936
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118032512
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118032532
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0531118040882
2,2,7,10,5,10,7,5,0,0,0,0,0,0,0,0,0,8.5,8.5,5,3.4,3.4,2,no,0592118032537
2,2,0,0,0,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,2,1,1.4,no,0010118033800
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032784
2,2,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0010118032645
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0028118032599
2,2,10,10,5,7,7,5,0,0,0,0,0,0,0,0,0,8.5,8.5,5,3.4,3.4,2,no,0020118032783
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032541
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032636
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032915
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0020118033326
2,1,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,1.4,1,1,drop,0010118032770
2,2,7,5,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,7.5,5,3.4,3,2,no,0025118022389
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118032585
2,2,7,5,7,7,5,7,0,0,0,0,0,0,0,0,0,7,5,7,2.8,2,2.8,no,0010118033625
1,1,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0531118033025
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118032616
2,2,10,7,5,10,5,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0027118032629
2,2,10,10,7,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,6,4,3.4,2.4,no,0010118032552
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118032701
2,2,5,5,7,10,5,7,0,0,0,0,0,0,0,0,0,7.5,5,7,3,2,2.8,no,0010118033031
2,2,10,10,5,7,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0028118032634
2,2,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0371118040416
2,2,10,7,7,7,7,7,0,0,0,0,0,0,0,0,0,8.5,7,7,3.4,2.8,2.8,no,0010118032583
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032858
2,2,10,7,7,10,7,7,0,0,0,0,0,0,0,0,0,10,7,7,4,2.8,2.8,no,0029118040527
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118032941
2,2,7,7,5,7,10,5,0,0,0,0,0,0,0,0,0,7,8.5,5,2.8,3.4,2,no,0021118032886
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118033549
2,2,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,2,1,1,no,0592118033823
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0028118032586
2,2,10,7,5,5,7,5,0,0,0,0,0,0,0,0,0,7.5,7,5,3,2.8,2,no,0023118032595
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032664
2,2,7,5,7,7,5,7,0,0,0,0,0,0,0,0,0,7,5,7,2.8,2,2.8,no,0010118033032
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0023118033447
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118033215
2,2,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,2,1,2,no,0010118032675
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0028118032620
2,2,7,10,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0592118032587
2,2,2,5,5,10,5,5,0,0,0,0,0,0,0,0,0,6,5,5,2.4,2,2,no,0592118032584
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032733
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032672
2,1,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,2,1,1,no,0010118040851
2,2,7,5,7,10,5,7,0,0,0,0,0,0,0,0,0,8.5,5,7,3.4,2,2.8,no,0010118032684
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032596
2,2,10,5,5,10,7,7,0,0,0,0,0,0,0,0,0,10,6,6,4,2.4,2.4,no,0010118032864
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032658
2,2,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0025118040476
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0023118032605
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118032609
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118032724
2,2,10,10,10,10,7,10,0,0,0,0,0,0,0,0,0,10,8.5,10,4,3.4,4,no,0010118032685
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118022368
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032613
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0028118033226
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0592118033319
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032622
